,id,title,summary,content,created_date,modified_date,published_date,category,author,thumbnail_url,image_url,publisher_id,publisher_name,publisher_url
12,933287,Police detect online fraud syndicate using pictures of police officers,"KUALA LUMPUR (Jan 4): Police have detected an online scam syndicate (Macau Scam) that used fake video calls involving pictures of the faces of police officers to inform victims allegedly involved in money laundering and corruption cases.
Sentul district police chief ...","<p>KUALA LUMPUR (Jan 4): Police have detected an online scam syndicate (Macau Scam) that used fake video calls involving pictures of the faces of police officers to inform victims allegedly involved in money laundering and corruption cases.</p>
<p>Sentul district police chief ACP Beh Eng Lai said a syndicate member would introduce himself as an insurance officer, before a ""police officer"" is brought online to accuse the victim of being involved in the crimes.</p>
<p>“This syndicate confuses the public by making video calls using the application to prove the authenticity of the caller, when in ",2022-01-05 01:40:22,2022-01-05 01:40:22,2022-01-05 01:29:00,,,https://assets.theedgemarkets.com/Malaysia-PDRM-police-20210415142206_20220105012309_bloomberg.jpg?J4VrdhauxDFqAdC_2v8TFmGuI8k_FZTj,https://assets.theedgemarkets.com/Malaysia-PDRM-police-20210415142206_20220105012309_bloomberg.jpg?J4VrdhauxDFqAdC_2v8TFmGuI8k_FZTj,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
13,933285,Ghost ship risk to Petronas oil rig now under tow,"PUTRAJAYA (Jan 4): A ‘""ghost ship"" — or a ship without a crew — reported to be drifting in Vietnamese waters and potentially could hit a Petronas oil rig in Terengganu waters on Monday (Jan 3), has been towed to a safe location, according ...","<p>PUTRAJAYA (Jan 4): A ‘""ghost ship"" — or a ship without a crew — reported to be drifting in Vietnamese waters and potentially could hit a Petronas oil rig in Terengganu waters on Monday (Jan 3), has been towed to a safe location, according to the Malaysian Maritime Enforcement Agency (MMEA).</p>
<p>MMEA director-general Maritime Admiral Datuk Mohd Zubil Mat Som said MMEA received a report from an Indonesian shipping company that a ship belonging to LIMIN ROSMINA had lost its tow rope, while towing the WINPOSH RAMPART ship without a crew at about 3.15pm on Monday.</p>
<p>According to him, the",2022-01-05 01:30:39,2022-01-05 01:30:39,2022-01-05 01:20:00,,,https://assets.theedgemarkets.com/Qatar-ships-first-crude-oil-cargo-to-UAE-since-Gulf-embargo-ended-Wed10032021pixbyMarcelodelPozo-1200x748_20220105011601_bloomberg.jpg?dDsVX6xGjm.LYfVAVEXTcA6dQ0odQHx_,https://assets.theedgemarkets.com/Qatar-ships-first-crude-oil-cargo-to-UAE-since-Gulf-embargo-ended-Wed10032021pixbyMarcelodelPozo-1200x748_20220105011601_bloomberg.jpg?dDsVX6xGjm.LYfVAVEXTcA6dQ0odQHx_,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
14,933283,Sarawak’s new Cabinet sworn in virtually,KUCHING (Jan 4): Tuesday’s swearing-in ceremony of the new Sarawak Cabinet and assistant ministers created its own history when it was held virtually in front of the Yang Dipertua Negeri Tun Abdul Taib Mahmud at the Sarawak Legislative Assembly building ...,"<p>KUCHING (Jan 4): Tuesday’s swearing-in ceremony of the new Sarawak Cabinet and assistant ministers created its own history when it was held virtually in front of the Yang Dipertua Negeri Tun Abdul Taib Mahmud at the Sarawak Legislative Assembly building here.</p>
<p>Also present to witness the hybrid ceremony were Chief Minister Tan Sri Abang Johari Tun Openg and his wife, Puan Sri Juma’ani Tun Tuanku Bujang.</p>
<p>The swearing-in ceremony was led by the three deputy chief ministers — Datuk Amar Douglas Uggah Embas, Datuk Amar Awang Tengah Ali Hasan and Datuk Seri Dr Sim Kui Hian.</p>
<p>T",2022-01-05 01:30:38,2022-01-05 01:30:38,2022-01-05 01:11:00,,,https://assets.theedgemarkets.com/Sarawak-flag_20220105010308_en.wikipedia.org_.jpg?9qg0EKyUyAu9B2k_KpMS.nuMGLlPoWxy,https://assets.theedgemarkets.com/Sarawak-flag_20220105010308_en.wikipedia.org_.jpg?9qg0EKyUyAu9B2k_KpMS.nuMGLlPoWxy,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
15,933281,"Floods: Number of evacuees in Johor, Pahang rise on Jan 4 night","KUALA LUMPUR (Jan 4): The number of flood evacuees at relief centres rose in Johor and Pahang on Tuesday (Jan 4) night compared to Tuesday evening, and declined in Negeri Sembilan, Melaka and Sabah, while the number of evacuees in Selangor and ...","<p>KUALA LUMPUR (Jan 4): The number of flood evacuees at relief centres rose in Johor and Pahang on Tuesday (Jan 4) night compared to Tuesday evening, and declined in Negeri Sembilan, Melaka and Sabah, while the number of evacuees in Selangor and Terengganu remained the same.</p>
<p>In JOHOR, state Health and Environment Committee chairman R. Vidyananthan said there were 5,923 evacuees from 1,585 families at 81 relief centres in seven districts, compared to 5,888 people in the evening.</p>
<p>“Segamat still holds the highest number of evacuees, with 4,311 people, Tangkak (601), Mersing (540), ",2022-01-05 01:00:41,2022-01-05 01:00:41,2022-01-05 00:54:00,,,https://assets.theedgemarkets.com/Batu-Tiga-and-Taman-Sri-Muda-S.Alam-floods-TuesDec21.2021-SB-12_20220105004549_theedgemarkets.jpg?MGWxDYqdoIx3XK.mejeNxpK7Z_B5HLfx,https://assets.theedgemarkets.com/Batu-Tiga-and-Taman-Sri-Muda-S.Alam-floods-TuesDec21.2021-SB-12_20220105004549_theedgemarkets.jpg?MGWxDYqdoIx3XK.mejeNxpK7Z_B5HLfx,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
16,933279,Nine flood-affected areas in KL exempted from January water bill payment,"KUALA LUMPUR (Jan 4): Pengurusan Air Selangor Sdn Bhd (Air Selangor) will waive the January 2022 water bill of domestic account holders (Tariff Code 10) in nine areas here affected by the recent floods.
Air Selangor, in a statement on Tuesday (Jan 4), said ...","<p>KUALA LUMPUR (Jan 4): Pengurusan Air Selangor Sdn Bhd (Air Selangor) will waive the January 2022 water bill of domestic account holders (Tariff Code 10) in nine areas here affected by the recent floods.</p>
<p>Air Selangor, in a statement on Tuesday (Jan 4), said among areas eligible for the bill payment exemption are Kampung Pasir, Jalan Batu Bata and Jalan Rahmat (near WTC KL), Jalan Raja Chulan, Kampung Chubadak, Kampung Delima, Kampung Kasipillay, Kampung Kolam Air, Lorong Jambu Laut and Lorong Raja Mahadi.</p>
<p>According to Air Selangor, customers in the flood-hit areas will automati",2022-01-05 01:00:38,2022-01-05 01:00:38,2022-01-05 00:25:00,,,https://assets.theedgemarkets.com/Pengurusan-Air-Selangor_20220105000630_www.airselangor.com_.jpg?51fm3jcBB2plASTYVGq7E94TiNu3gmbr,https://assets.theedgemarkets.com/Pengurusan-Air-Selangor_20220105000630_www.airselangor.com_.jpg?51fm3jcBB2plASTYVGq7E94TiNu3gmbr,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
17,933277,KASA told to improve flood warning system – NADMA,"KUALA LUMPUR (Jan 4): The Environment and Water Ministry (KASA) has been asked to improve the flood warning system by ensuring that the warning sound is at a higher volume and different from that of other sirens, according to the National ...","<p>KUALA LUMPUR (Jan 4): The Environment and Water Ministry (KASA) has been asked to improve the flood warning system by ensuring that the warning sound is at a higher volume and different from that of other sirens, according to the National Disaster Management Agency (NADMA).</p>
<p>In a statement on Tuesday (Jan 4), it said this was among the important decisions taken at the Post-Northeast Monsoon Flood Disaster Management Task Force (MTL) special meeting chaired by Prime Minister Datuk Seri Ismail Sabri Yaakob on Monday.</p>
<p>It said post-disaster initiatives included KASA's action to mon",2022-01-05 00:30:23,2022-01-05 00:30:23,2022-01-05 00:20:00,,,https://assets.theedgemarkets.com/Batu-Tiga-and-Taman-Sri-Muda-Shah-Alam-flood-waters-houses-TuesDec21.2021-SB-11_20220105001359_theedgemarkets.jpg?uDsVSg5Melx22XJgMfm2B6JCirplXifw,https://assets.theedgemarkets.com/Batu-Tiga-and-Taman-Sri-Muda-Shah-Alam-flood-waters-houses-TuesDec21.2021-SB-11_20220105001359_theedgemarkets.jpg?uDsVSg5Melx22XJgMfm2B6JCirplXifw,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
18,933275,"MACC opens investigation paper on flood retention pond case, says Azam Baki","KUALA LUMPUR (Jan 4): The Malaysian Anti-Corruption Commission (MACC) has opened an investigation paper on allegations that the status of six flood retention pond projects here have been converted for development purposes.
MACC chief commissioner Tan Sri Azam Baki said MACC ...","<p>KUALA LUMPUR (Jan 4): The Malaysian Anti-Corruption Commission (MACC) has opened an investigation paper on allegations that the status of six flood retention pond projects here have been converted for development purposes.</p>
<p>MACC chief commissioner Tan Sri Azam Baki said MACC would investigate the case from various aspects, including elements of corruption and abuse of power.</p>
<p>“So far, no individuals have been called up yet. This case is being investigated under the MACC Act 2009,” he told <em>Bernama</em> on Tuesday (Jan 4).</p>
<p>Recently, Segambut Member of Parliament Hannah ",2022-01-05 00:30:22,2022-01-05 00:30:22,2022-01-05 00:09:00,,,https://assets.theedgemarkets.com/MACC_SPRM_20220105000553_theedgemarkets.jpg?eGd3lA7evKKhifSsEBxXvdukvqyuMGuI,https://assets.theedgemarkets.com/MACC_SPRM_20220105000553_theedgemarkets.jpg?eGd3lA7evKKhifSsEBxXvdukvqyuMGuI,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
19,933273,CPO futures hit four-week high on Jan 4 on concerns over lower output,"KUALA LUMPUR (Jan 4): Crude palm oil (CPO) futures contract on Bursa Malaysia Derivatives hit a four-week high on Tuesday (Jan 4), on concerns worsening floods in Peninsular Malaysia will disrupt production.
News reported that seven states including Johor — the main producer ...","<p>KUALA LUMPUR (Jan 4): Crude palm oil (CPO) futures contract on Bursa Malaysia Derivatives hit a four-week high on Tuesday (Jan 4), on concerns worsening floods in Peninsular Malaysia will disrupt production.</p>
<p>News reported that seven states including Johor — the main producer in the peninsula — were hit by floods and thousands of people were evacuated, leading to disruption in harvesting activities.</p>
<p>Singapore-based Palm Oil Analytics’ owner and co-founder Dr Sathia Varqa said historical rainfall enveloping the east, west and now southern coast of Peninsular Malaysia is widely e",2022-01-05 00:10:57,2022-01-05 00:10:57,2022-01-05 00:03:00,,,https://assets.theedgemarkets.com/Palm-oil-4_20220104235851_theedgemarkets.jpg?YnVl1VN4j.DcHwRXJY0sldwEgNIKFvcc,https://assets.theedgemarkets.com/Palm-oil-4_20220104235851_theedgemarkets.jpg?YnVl1VN4j.DcHwRXJY0sldwEgNIKFvcc,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
20,933271,Asia needs strong risk-awareness culture to mitigate cybercrime,"KUALA LUMPUR (Jan 4): With cybersecurity becoming more sophisticated in the wake of Covid-19 pandemic, Asian organisation leaders should instill a strong risk-awareness culture within their organisations.
MetricStream’s Senior Vice President and Managing Director of Asia Pacific Aravind Varadharajan said ...","<p>KUALA LUMPUR (Jan 4): With cybersecurity becoming more sophisticated in the wake of Covid-19 pandemic, Asian organisation leaders should instill a strong risk-awareness culture within their organisations.</p>
<p>MetricStream’s Senior Vice President and Managing Director of Asia Pacific Aravind Varadharajan said they also need to consider a more thorough assessment of their risk landscape, in order to capture and assess emerging and evolving risks. </p>
<p>Aravind noted that despite the rapid acceleration of technological adoption across the region, many organisations encounter challenges in",2022-01-05 00:10:56,2022-01-05 00:10:56,2022-01-04 23:56:00,,,https://assets.theedgemarkets.com/cyber-security-software-binary-codes-shadow-two-persons-with-laptops-hack-internet-scam-fraud_20220104234923_reuters.jpg?OItYUsrDQUCb0SKlqh2Bm4Lpteu4xjPz,https://assets.theedgemarkets.com/cyber-security-software-binary-codes-shadow-two-persons-with-laptops-hack-internet-scam-fraud_20220104234923_reuters.jpg?OItYUsrDQUCb0SKlqh2Bm4Lpteu4xjPz,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
21,933257,"Issue affecting e-Bracelet that fell off rectified, says QuickMed","KUALA LUMPUR (Jan 4): The manufacturer of the digital tracking device for individuals under home quarantine or e-Bracelet has rectified the issue affecting one of the devices worn by an individual that fell off within 24 hours.
QuickMed said in a statement ...","<p>KUALA LUMPUR (Jan 4): The manufacturer of the digital tracking device for individuals under home quarantine or e-Bracelet has rectified the issue affecting one of the devices worn by an individual that fell off within 24 hours.</p>
<p>QuickMed said in a statement on Tuesday (Jan 4) that its technicians were sent to the individual’s place of quarantine to resolve the issue, adding that they deeply regretted the matter.</p>
<p>""We (QuickMed) have dispatched two technicians to the quarantine address of the individual involved. We are pleased to inform the affected e-Bracelet is now back to nor",2022-01-04 23:40:38,2022-01-04 23:40:38,2022-01-04 23:31:00,,,https://assets.theedgemarkets.com/QuickMed-Solutions_20220104233450_facebook@quickmedsolutions.jpg?CJQUlLWpd25oisg6YavGRHX3pSfr3WQa,https://assets.theedgemarkets.com/QuickMed-Solutions_20220104233450_facebook@quickmedsolutions.jpg?CJQUlLWpd25oisg6YavGRHX3pSfr3WQa,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
22,933255,"Ranhill, Aneka Jaringan, G3 Global and SCBuild","KUALA LUMPUR (Jan 4): Based on corporate announcements and news flow on Tuesday (Jan 4), companies that may be in focus on Wednesday (Jan 5) include Ranhill Utilities Bhd, Aneka Jaringan Holdings Bhd, G3 Global Bhd and SC Estate Builder Bhd (SCBuild).
Ranhill ...","<p>KUALA LUMPUR (Jan 4): Based on corporate announcements and news flow on Tuesday (Jan 4), companies that may be in focus on Wednesday (Jan 5) include Ranhill Utilities Bhd, Aneka Jaringan Holdings Bhd, G3 Global Bhd and SC Estate Builder Bhd (SCBuild).</p>
<p><strong>Ranhill Utilities Bhd </strong>has secured two contracts worth a total of RM161.26 million relating to efforts to reduce non-revenue water (NRW) in Pahang and Johor. The contracts were awarded to the group's wholly-owned unit Ranhill Water Services Sdn Bhd. In Johor, the two-year contract for NRW reduction worth RM156.76 million",2022-01-04 23:20:32,2022-01-04 23:20:32,2022-01-04 23:13:00,,,https://assets.theedgemarkets.com/Companies-in-the-news_20220104230100_theedgemarkets.jpg?uGF7KXZw7T6Jpak3RaA3p.O6A_Je_18z,https://assets.theedgemarkets.com/Companies-in-the-news_20220104230100_theedgemarkets.jpg?uGF7KXZw7T6Jpak3RaA3p.O6A_Je_18z,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
23,933253,Quarantine: Umrah pilgrims can opt for private or govt-run centres,"KUALA LUMPUR (Jan 4): Umrah pilgrims have the option of dealing directly with private quarantine centres in hotels listed by the National Disaster Management Agency (NADMA) or undergoing quarantine at government-run centres.
Minister in the Prime Minister’s Department (Special Tasks) ...","<p>KUALA LUMPUR (Jan 4): Umrah pilgrims have the option of dealing directly with private quarantine centres in hotels listed by the National Disaster Management Agency (NADMA) or undergoing quarantine at government-run centres.</p>
<p>Minister in the Prime Minister’s Department (Special Tasks) Datuk Dr Abd Latiff Ahmad in a statement on Tuesday (Jan 4) said for quarantine placement at government-run centres, a person under surveillance (PUS) and are tested negative for Covid-19 by the Ministry of Health (MOH) will be placed in hotels or public training centres, depending on the availability of",2022-01-04 22:50:46,2022-01-04 22:50:46,2022-01-04 22:41:00,,,https://assets.theedgemarkets.com/Muslim-Haj-Umrah-pilgrims-return-to-empty-quiet-Mecca-Mekkah-Covid-19-Sun04102020_20220104223719_reuters.jpg?YE15gbqZAIOmcIrjbsaJn8a8E7H.zKhs,https://assets.theedgemarkets.com/Muslim-Haj-Umrah-pilgrims-return-to-empty-quiet-Mecca-Mekkah-Covid-19-Sun04102020_20220104223719_reuters.jpg?YE15gbqZAIOmcIrjbsaJn8a8E7H.zKhs,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
24,933251,EMCO at Felda Keratong 5 beginning Jan 6,"KUALA LUMPUR (Jan 4): The Enhanced Movement Control Order (EMCO) will be implemented at Felda Keratong 5 in Rompin, Pahang from Thursday (Jan 6) until Jan 19.
National security director-general of the National Security Council Datuk Rodzi Md Saad said the decision was made ...","<p>KUALA LUMPUR (Jan 4): The Enhanced Movement Control Order (EMCO) will be implemented at Felda Keratong 5 in Rompin, Pahang from Thursday (Jan 6) until Jan 19.</p>
<p>National security director-general of the National Security Council Datuk Rodzi Md Saad said the decision was made based on risk assessment by the Health Ministry and the Covid-19 infection trend in the locality concerned.</p>
<p>In a statement, Rodzi said there was no extension or lifting of any existing EMCO in the country on Tuesday (Jan 4).</p>",2022-01-04 22:40:32,2022-01-04 22:40:32,2022-01-04 22:18:00,,,https://assets.theedgemarkets.com/20210618-EMCO-PPR-DESA-REJANG-KL-ZHD-pix7929_20220104220822_theedgemarkets.jpg?uHgHaNa8.ExNpdbyU8OSqvhohmh_8aoL,https://assets.theedgemarkets.com/20210618-EMCO-PPR-DESA-REJANG-KL-ZHD-pix7929_20220104220822_theedgemarkets.jpg?uHgHaNa8.ExNpdbyU8OSqvhohmh_8aoL,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
25,933249,"Police bust 16 bitcoin mining operations, seize RM1.6 mil worth of equipment in Manjung","IPOH (Jan 4): The Perak police managed to bust bitcoin mining operations at 16 premises and seized equipment worth RM1.6 million in an operation around Manjung district.
Perak police chief Datuk Mior Faridalathrash Wahid said the police, with the assistance of Tenaga ...","<p>IPOH (Jan 4): The Perak police managed to bust bitcoin mining operations at 16 premises and seized equipment worth RM1.6 million in an operation around Manjung district.</p>
<p>Perak police chief Datuk Mior Faridalathrash Wahid said the police, with the assistance of Tenaga Nasional Berhad (TNB), had implemented Op Letrik TNB from 3pm on Monday (Jan 3) till 4am on Tuesday (Jan 4) to stamp out electricity supply theft for bitcoin mining.</p>
<p>He said nine TNB special technicians and six firefighters from Sitiawan fire and rescue station assisted the operation that involved 155 police offic",2022-01-04 22:10:44,2022-01-04 22:10:44,2022-01-04 22:02:00,,,https://assets.theedgemarkets.com/collection-of-bitcoin-tokens-virtual-currency-Dec8.2017-Illustrationby-BenoitTessier_20220104215757_reuters.jpg?xzMGAmPiw5VuAD1ECWS0Su3HaoYhwP8P,https://assets.theedgemarkets.com/collection-of-bitcoin-tokens-virtual-currency-Dec8.2017-Illustrationby-BenoitTessier_20220104215757_reuters.jpg?xzMGAmPiw5VuAD1ECWS0Su3HaoYhwP8P,52,TheEdge,http://www.theedgemarkets.com/categories/malaysia
